Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-10-22 06:46:57;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:47:00;205;644;94;Kein Fehler erkannt;5.86;660;0.00;;;;;;;;
2018-10-22 06:47:02;203;637;98;Kein Fehler erkannt;1.26;660;0.00;;;;;;;;
2018-10-22 06:47:04;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:07;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:09;204;640;94;Kein Fehler erkannt;5.43;660;0.00;;;;;;;;
2018-10-22 06:47:11;203;637;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:47:14;203;637;97;Kein Fehler erkannt;2.37;660;0.00;;;;;;;;
2018-10-22 06:47:16;204;640;96;Kein Fehler erkannt;3.22;660;0.00;;;;;;;;
2018-10-22 06:47:18;203;637;98;Kein Fehler erkannt;1.34;660;0.00;;;;;;;;
2018-10-22 06:47:21;203;637;98;Kein Fehler erkannt;1.54;660;0.00;;;;;;;;
2018-10-22 06:47:23;203;637;98;Kein Fehler erkannt;1.54;660;0.00;;;;;;;;
2018-10-22 06:47:26;203;637;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:47:28;203;637;98;Kein Fehler erkannt;1.15;660;0.00;;;;;;;;
2018-10-22 06:47:30;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:33;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:35;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:37;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:40;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:42;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:47:44;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 06:47:46;204;640;95;Kein Fehler erkannt;4.90;660;0.00;;;;;;;;
2018-10-22 06:47:49;203;637;98;Kein Fehler erkannt;1.54;660;0.00;;;;;;;;
2018-10-22 06:47:51;204;640;97;Kein Fehler erkannt;2.51;660;0.00;;;;;;;;
2018-10-22 06:47:54;204;640;96;Kein Fehler erkannt;4.07;660;0.00;;;;;;;;
2018-10-22 06:47:56;204;640;95;Kein Fehler erkannt;4.35;660;0.00;;;;;;;;
2018-10-22 06:47:58;204;640;95;Kein Fehler erkannt;4.67;660;0.00;;;;;;;;
2018-10-22 06:48:01;203;637;99;Kein Fehler erkannt;0.62;660;0.00;;;;;;;;
2018-10-22 06:48:03;203;637;99;Kein Fehler erkannt;0.85;660;0.00;;;;;;;;
2018-10-22 06:48:05;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:07;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:48:10;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:48:12;203;637;98;Kein Fehler erkannt;1.15;660;0.00;;;;;;;;
2018-10-22 06:48:15;205;644;94;Kein Fehler erkannt;6.04;660;0.00;;;;;;;;
2018-10-22 06:48:17;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:19;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:21;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:24;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:26;204;640;99;Kein Fehler erkannt;0.44;660;0.00;;;;;;;;
2018-10-22 06:48:28;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:31;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:48:33;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:35;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 06:48:38;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:48:40;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:42;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:48:45;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:47;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:49;204;640;95;Kein Fehler erkannt;4.36;660;0.00;;;;;;;;
2018-10-22 06:48:52;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:54;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:56;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:48:59;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:49:01;205;644;94;Kein Fehler erkannt;5.98;660;0.00;;;;;;;;
2018-10-22 06:49:03;203;637;98;Kein Fehler erkannt;1.51;660;0.00;;;;;;;;
2018-10-22 06:49:06;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:08;204;640;94;Kein Fehler erkannt;5.30;660;0.00;;;;;;;;
2018-10-22 06:49:10;204;640;95;Kein Fehler erkannt;5.05;660;0.00;;;;;;;;
2018-10-22 06:49:13;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:15;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:17;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:49:20;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:22;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:49:24;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 06:49:27;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:49:29;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:49:31;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 06:49:34;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:36;204;640;95;Kein Fehler erkannt;4.36;660;0.00;;;;;;;;
2018-10-22 06:49:38;205;644;94;Kein Fehler erkannt;5.76;660;0.00;;;;;;;;
2018-10-22 06:49:41;205;644;93;Kein Fehler erkannt;6.42;660;0.00;;;;;;;;
2018-10-22 06:49:43;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:45;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:48;204;640;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:49:50;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:52;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:49:55;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:49:57;204;640;97;Kein Fehler erkannt;2.76;660;0.00;;;;;;;;
2018-10-22 06:49:59;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:50:02;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:04;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:06;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:09;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:11;204;640;98;Kein Fehler erkannt;1.80;660;0.00;;;;;;;;
2018-10-22 06:50:13;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:50:16;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:50:18;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 06:50:20;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:50:23;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 06:50:25;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:50:27;205;644;94;Kein Fehler erkannt;5.95;660;0.00;;;;;;;;
2018-10-22 06:50:30;205;644;94;Kein Fehler erkannt;5.38;660;0.00;;;;;;;;
2018-10-22 06:50:32;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:34;204;640;95;Kein Fehler erkannt;4.81;660;0.00;;;;;;;;
2018-10-22 06:50:37;204;640;97;Kein Fehler erkannt;2.51;660;0.00;;;;;;;;
2018-10-22 06:50:39;204;640;96;Kein Fehler erkannt;3.87;660;0.00;;;;;;;;
2018-10-22 06:50:41;205;644;94;Kein Fehler erkannt;5.66;660;0.00;;;;;;;;
2018-10-22 06:50:44;205;644;94;Kein Fehler erkannt;5.64;660;0.00;;;;;;;;
2018-10-22 06:50:46;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:50:48;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:51;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:53;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:50:55;203;637;99;Kein Fehler erkannt;0.85;660;0.00;;;;;;;;
2018-10-22 06:50:58;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:00;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:02;204;640;94;Kein Fehler erkannt;5.67;660;0.00;;;;;;;;
2018-10-22 06:51:04;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:51:07;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:09;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:11;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:14;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:51:16;204;640;95;Kein Fehler erkannt;4.60;660;0.00;;;;;;;;
2018-10-22 06:51:19;205;644;94;Kein Fehler erkannt;5.95;660;0.00;;;;;;;;
2018-10-22 06:51:21;205;644;94;Kein Fehler erkannt;6.23;660;0.00;;;;;;;;
2018-10-22 06:51:23;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 06:51:25;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:28;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:51:30;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:32;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:51:35;204;640;99;Kein Fehler erkannt;0.44;660;0.00;;;;;;;;
2018-10-22 06:51:37;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 06:51:39;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 06:51:42;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:51:44;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:46;204;640;96;Kein Fehler erkannt;3.78;660;0.00;;;;;;;;
2018-10-22 06:51:49;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:51;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:53;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:56;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:51:58;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:00;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:03;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:05;203;637;98;Kein Fehler erkannt;1.80;660;0.00;;;;;;;;
2018-10-22 06:52:07;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:10;204;640;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:52:12;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:52:14;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:17;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:19;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:21;204;640;96;Kein Fehler erkannt;3.42;660;0.00;;;;;;;;
2018-10-22 06:52:24;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 06:52:26;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:52:28;205;644;94;Kein Fehler erkannt;5.79;660;0.00;;;;;;;;
2018-10-22 06:52:31;205;644;93;Kein Fehler erkannt;6.42;660;0.00;;;;;;;;
2018-10-22 06:52:33;204;640;94;Kein Fehler erkannt;5.70;660;0.00;;;;;;;;
2018-10-22 06:52:35;205;644;94;Kein Fehler erkannt;5.76;660;0.00;;;;;;;;
2018-10-22 06:52:38;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:52:40;205;644;93;Kein Fehler erkannt;6.57;660;0.00;;;;;;;;
2018-10-22 06:52:42;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:45;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:47;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:49;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:51;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:54;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:52:56;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:52:59;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:01;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:53:03;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:53:05;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:53:08;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:53:10;205;644;94;Kein Fehler erkannt;5.96;660;0.00;;;;;;;;
2018-10-22 06:53:12;205;644;94;Kein Fehler erkannt;6.09;660;0.00;;;;;;;;
2018-10-22 06:53:15;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:53:17;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:20;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:53:22;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:53:24;205;644;93;Kein Fehler erkannt;6.30;660;0.00;;;;;;;;
2018-10-22 06:53:26;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:29;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:31;205;644;94;Kein Fehler erkannt;5.62;660;0.00;;;;;;;;
2018-10-22 06:53:33;204;640;96;Kein Fehler erkannt;3.77;660;0.00;;;;;;;;
2018-10-22 06:53:36;203;637;97;Kein Fehler erkannt;2.59;660;0.00;;;;;;;;
2018-10-22 06:53:38;203;637;98;Kein Fehler erkannt;1.55;660;0.00;;;;;;;;
2018-10-22 06:53:40;204;640;94;Kein Fehler erkannt;5.45;660;0.00;;;;;;;;
2018-10-22 06:53:43;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 06:53:45;204;640;95;Kein Fehler erkannt;4.62;660;0.00;;;;;;;;
2018-10-22 06:53:47;203;637;98;Kein Fehler erkannt;1.15;660;0.00;;;;;;;;
2018-10-22 06:53:50;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:52;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:54;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:57;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:53:59;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:01;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:04;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:06;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:08;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:11;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:13;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:15;204;640;98;Kein Fehler erkannt;1.80;660;0.00;;;;;;;;
2018-10-22 06:54:18;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:20;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:54:22;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:54:25;203;637;98;Kein Fehler erkannt;1.21;660;0.00;;;;;;;;
2018-10-22 06:54:27;204;640;96;Kein Fehler erkannt;3.78;660;0.00;;;;;;;;
2018-10-22 06:54:29;204;640;96;Kein Fehler erkannt;3.70;660;0.00;;;;;;;;
2018-10-22 06:54:32;203;637;98;Kein Fehler erkannt;1.21;660;0.00;;;;;;;;
2018-10-22 06:54:34;203;637;98;Kein Fehler erkannt;1.41;660;0.00;;;;;;;;
2018-10-22 06:54:36;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:39;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:54:41;203;637;97;Kein Fehler erkannt;2.93;660;0.00;;;;;;;;
2018-10-22 06:54:43;203;637;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:54:46;203;637;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:54:48;203;637;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:54:50;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:53;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:55;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:54:57;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:55:00;204;640;99;Kein Fehler erkannt;0.44;660;0.00;;;;;;;;
2018-10-22 06:55:02;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 06:55:04;204;640;93;Kein Fehler erkannt;6.49;660;0.00;;;;;;;;
2018-10-22 06:55:07;205;644;93;Kein Fehler erkannt;6.54;660;0.00;;;;;;;;
2018-10-22 06:55:09;205;644;93;Kein Fehler erkannt;6.94;660;0.00;;;;;;;;
2018-10-22 06:55:11;204;640;93;Kein Fehler erkannt;7.11;660;0.00;;;;;;;;
2018-10-22 06:55:14;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 06:55:16;204;640;97;Kein Fehler erkannt;2.76;660;0.00;;;;;;;;
2018-10-22 06:55:18;204;640;94;Kein Fehler erkannt;5.62;660;0.00;;;;;;;;
2018-10-22 06:55:21;204;640;96;Kein Fehler erkannt;4.04;660;0.00;;;;;;;;
2018-10-22 06:55:23;204;640;95;Kein Fehler erkannt;4.67;660;0.00;;;;;;;;
2018-10-22 06:55:25;204;640;94;Kein Fehler erkannt;5.28;660;0.00;;;;;;;;
2018-10-22 06:55:28;204;640;95;Kein Fehler erkannt;4.99;660;0.00;;;;;;;;
2018-10-22 06:55:30;203;637;97;Kein Fehler erkannt;2.37;660;0.00;;;;;;;;
2018-10-22 06:55:32;203;637;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:55:35;204;640;96;Kein Fehler erkannt;3.60;660;0.00;;;;;;;;
2018-10-22 06:55:37;204;640;94;Kein Fehler erkannt;5.66;660;0.00;;;;;;;;
2018-10-22 06:55:39;203;637;98;Kein Fehler erkannt;1.34;660;0.00;;;;;;;;
2018-10-22 06:55:42;204;640;95;Kein Fehler erkannt;4.68;660;0.00;;;;;;;;
2018-10-22 06:55:44;204;640;98;Kein Fehler erkannt;1.32;660;0.00;;;;;;;;
2018-10-22 06:55:46;203;637;97;Kein Fehler erkannt;2.12;660;0.00;;;;;;;;
2018-10-22 06:55:49;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:55:51;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:55:53;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:55:56;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:55:58;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:00;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:56:03;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:05;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:07;204;640;98;Kein Fehler erkannt;1.80;660;0.00;;;;;;;;
2018-10-22 06:56:10;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:56:12;204;640;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:56:14;204;640;96;Kein Fehler erkannt;4.08;660;0.00;;;;;;;;
2018-10-22 06:56:17;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 06:56:19;204;640;95;Kein Fehler erkannt;4.48;660;0.00;;;;;;;;
2018-10-22 06:56:21;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:56:24;204;640;98;Kein Fehler erkannt;1.80;660;0.00;;;;;;;;
2018-10-22 06:56:26;205;644;94;Kein Fehler erkannt;5.49;660;0.00;;;;;;;;
2018-10-22 06:56:28;203;637;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:56:31;203;637;98;Kein Fehler erkannt;1.09;660;0.00;;;;;;;;
2018-10-22 06:56:33;203;637;98;Kein Fehler erkannt;1.49;660;0.00;;;;;;;;
2018-10-22 06:56:35;203;637;98;Kein Fehler erkannt;1.41;660;0.00;;;;;;;;
2018-10-22 06:56:38;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:40;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:42;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:45;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:47;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:49;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:52;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:56:54;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:56:56;204;640;96;Kein Fehler erkannt;3.98;660;0.00;;;;;;;;
2018-10-22 06:56:59;204;640;95;Kein Fehler erkannt;5.03;660;0.00;;;;;;;;
2018-10-22 06:57:01;204;640;98;Kein Fehler erkannt;1.76;660;0.00;;;;;;;;
2018-10-22 06:57:03;204;640;95;Kein Fehler erkannt;4.61;660;0.00;;;;;;;;
2018-10-22 06:57:06;204;640;96;Kein Fehler erkannt;3.41;660;0.00;;;;;;;;
2018-10-22 06:57:08;205;644;94;Kein Fehler erkannt;5.86;660;0.00;;;;;;;;
2018-10-22 06:57:10;204;640;97;Kein Fehler erkannt;2.46;660;0.00;;;;;;;;
2018-10-22 06:57:13;204;640;96;Kein Fehler erkannt;3.93;660;0.00;;;;;;;;
2018-10-22 06:57:15;204;640;95;Kein Fehler erkannt;4.81;660;0.00;;;;;;;;
2018-10-22 06:57:17;204;640;97;Kein Fehler erkannt;2.98;660;0.00;;;;;;;;
2018-10-22 06:57:20;204;640;95;Kein Fehler erkannt;5.21;660;0.00;;;;;;;;
2018-10-22 06:57:22;204;640;95;Kein Fehler erkannt;5.10;660;0.00;;;;;;;;
2018-10-22 06:57:24;204;640;96;Kein Fehler erkannt;3.78;660;0.00;;;;;;;;
2018-10-22 06:57:27;204;640;97;Kein Fehler erkannt;2.76;660;0.00;;;;;;;;
2018-10-22 06:57:29;204;640;95;Kein Fehler erkannt;4.78;660;0.00;;;;;;;;
2018-10-22 06:57:31;203;637;98;Kein Fehler erkannt;1.85;660;0.00;;;;;;;;
2018-10-22 06:57:34;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:57:36;203;637;98;Kein Fehler erkannt;1.47;660;0.00;;;;;;;;
2018-10-22 06:57:38;203;637;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:57:41;203;637;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:57:43;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:57:45;204;640;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:57:48;204;640;97;Kein Fehler erkannt;2.76;660;0.00;;;;;;;;
2018-10-22 06:57:50;204;640;95;Kein Fehler erkannt;4.83;660;0.00;;;;;;;;
2018-10-22 06:57:52;204;640;96;Kein Fehler erkannt;3.42;660;0.00;;;;;;;;
